date,credit_risk_ratio
2010-03-05,0.5939519946430685
2010-03-08,0.5931322789864046
2010-03-09,0.5962612420602401
2010-03-10,0.5959003667680585
2010-03-11,0.5955857573835295
2010-03-12,0.5944840972394742
2010-03-15,0.5939219983255966
2010-03-16,0.5931996161752574
2010-03-17,0.5910327374322735
2010-03-18,0.5930683680461049
2010-03-19,0.5905641399806165
2010-03-22,0.5924340090102999
2010-03-23,0.5927568794283099
2010-03-24,0.5968446981852337
2010-03-25,0.6004175483139221
2010-03-26,0.5983984922645347
2010-03-29,0.5996519874681682
2010-03-30,0.598703579263246
2010-03-31,0.5965303933008491
2010-04-01,0.5937973595984949
2010-04-05,0.59903161097525
2010-04-06,0.6014980307133293
2010-04-07,0.5993550495560902
2010-04-08,0.6015174084582604
2010-04-09,0.6020016445283681
2010-04-12,0.6004261546484807
2010-04-13,0.5998948705508892
2010-04-14,0.6020290065850604
2010-04-15,0.6026285842974756
2010-04-16,0.5963566190302189
2010-04-19,0.5967272649119373
2010-04-20,0.6018412065603771
2010-04-21,0.5998187238391886
2010-04-22,0.5994210074331726
2010-04-23,0.6034416948768497
2010-04-26,0.6031581157407749
2010-04-27,0.5951566094556819
2010-04-28,0.5945548922294487
2010-04-29,0.5971407957023307
2010-04-30,0.5966275189331236
2010-05-03,0.5963813472859977
2010-05-04,0.5895500453796122
2010-05-05,0.5840056166835851
2010-05-06,0.5790780375036649
2010-05-07,0.5771374049485039
2010-05-10,0.5842636797401451
2010-05-11,0.5829782713923212
2010-05-12,0.5903225042865405
2010-05-13,0.5849462258008408
2010-05-14,0.5817283881235722
2010-05-17,0.5799998962462203
2010-05-18,0.5769398500402297
2010-05-19,0.5732501828187917
2010-05-20,0.5574096098694782
2010-05-21,0.5695692633242826
2010-05-24,0.5689487529027316
2010-05-25,0.5710075524610561
2010-05-26,0.5637967805890997
2010-05-27,0.5745550482975631
2010-05-28,0.5762710594818488
2010-06-01,0.5740223003352224
2010-06-02,0.574948317112711
2010-06-03,0.5770171302373431
2010-06-04,0.5703122431302761
2010-06-07,0.5640037549447684
2010-06-08,0.5648873014554407
2010-06-09,0.5658969918846166
2010-06-10,0.5740534383550326
2010-06-11,0.5727577708999871
2010-06-14,0.5745890750308279
2010-06-15,0.5808870401507733
2010-06-16,0.5807594439890142
2010-06-17,0.5812742048865673
2010-06-18,0.5838323627819183
2010-06-21,0.5844484911144007
2010-06-22,0.5774509528790146
2010-06-23,0.5746375272711343
2010-06-24,0.5729781637731548
2010-06-25,0.5746331227109994
2010-06-28,0.5727634748174842
2010-06-29,0.5672911546619844
2010-06-30,0.5641783095823231
2010-07-01,0.5662464284561106
2010-07-02,0.5680086089478993
2010-07-06,0.5701225591752469
2010-07-07,0.5766277619931836
2010-07-08,0.5807449406738503
2010-07-09,0.5801048958049185
2010-07-12,0.5789390606249286
2010-07-13,0.5830967397266725
2010-07-14,0.5799884161133542
2010-07-15,0.5798397995085537
2010-07-16,0.5753124940168037
2010-07-19,0.5773422807012869
2010-07-20,0.5813472989596167
2010-07-21,0.578272839580176
2010-07-22,0.5841635100100798
2010-07-23,0.5860562447777499
2010-07-26,0.5857856314618313
2010-07-27,0.5869742583563923
2010-07-28,0.5836370360843299
2010-07-29,0.5852018159284302
2010-07-30,0.5809881786901937
2010-08-02,0.5852599970509513
2010-08-03,0.5838217921889471
2010-08-04,0.5853023350856968
2010-08-05,0.5839709386915167
2010-08-06,0.5805077706756402
2010-08-09,0.5775723887945342
2010-08-10,0.5781072240102066
2010-08-11,0.5706191311703778
2010-08-12,0.5706652803518378
2010-08-13,0.5709375809991541
2010-08-16,0.5654231955994037
2010-08-17,0.5684770467994508
2010-08-18,0.5689420952226659
2010-08-19,0.5671651463592126
2010-08-20,0.5675121234615761
2010-08-23,0.5663001017686914
2010-08-24,0.56202921609869
2010-08-25,0.5602121112734428
2010-08-26,0.5589453900135399
2010-08-27,0.5639756766634695
2010-08-30,0.5613503477456712
2010-08-31,0.5592697619848747
2010-09-01,0.5695942458043123
2010-09-02,0.5712217925155283
2010-09-03,0.5772623189896704
2010-09-07,0.5721717309359095
2010-09-08,0.5734326253991767
2010-09-09,0.5787350050105059
2010-09-10,0.5798267942917557
2010-09-13,0.582058764466484
2010-09-14,0.5792137557025316
2010-09-15,0.5796270599634354
2010-09-16,0.5824389332569133
2010-09-17,0.5816014158923881
2010-09-20,0.5817849367841601
2010-09-21,0.576411409347607
2010-09-22,0.5744380742235038
2010-09-23,0.5725389506626928
2010-09-24,0.5760874867846272
2010-09-27,0.5740912893100165
2010-09-28,0.5739111523702723
2010-09-29,0.5758266650644517
2010-09-30,0.577093256868996
2010-10-01,0.580664847301215
2010-10-04,0.5777198110968473
2010-10-05,0.5786132217433803
2010-10-06,0.5743685091989061
2010-10-07,0.5756805555064173
2010-10-08,0.5781759426765314
2010-10-11,0.5788895890734412
2010-10-12,0.579243516348834
2010-10-13,0.5814890263403995
2010-10-14,0.5834106863022278
2010-10-15,0.5886380723728278
2010-10-18,0.5838141516457334
2010-10-19,0.5836975713641218
2010-10-20,0.5844772512927057
2010-10-21,0.5851299401174769
2010-10-22,0.5870668323976153
2010-10-25,0.587248930681195
2010-10-26,0.5913077274415843
2010-10-27,0.5921907711199884
2010-10-28,0.5901390746510453
2010-10-29,0.5892428574484317
2010-11-01,0.5883385545206432
2010-11-02,0.5884806411325129
2010-11-03,0.5923824722819462
2010-11-04,0.5944648067803403
2010-11-05,0.595714069139068
2010-11-08,0.5936464844754129
2010-11-09,0.5964010885941631
2010-11-10,0.59276994384019
2010-11-11,0.59301354199626
2010-11-12,0.5950142959202812
2010-11-15,0.6004671029565511
2010-11-16,0.5906996764880538
2010-11-17,0.5936980149027932
2010-11-18,0.6007890627004516
2010-11-19,0.5985194230071198
2010-11-22,0.591071294809008
2010-11-23,0.5826392911181838
2010-11-24,0.5909811644193683
2010-11-26,0.5881058006603261
2010-11-29,0.5890449922463549
2010-11-30,0.5912835842384561
2010-12-01,0.5980846201928248
2010-12-02,0.5997347316789398
2010-12-03,0.6024534890469174
2010-12-06,0.5979431790433681
2010-12-07,0.6066634421096896
2010-12-08,0.6086266835863055
2010-12-09,0.6058760019293764
2010-12-10,0.6089613931606755
2010-12-13,0.603653629057488
2010-12-14,0.6103660379236207
2010-12-15,0.6117913502127769
2010-12-16,0.6110831058506229
2010-12-17,0.6064326034422046
2010-12-20,0.607909769935696
2010-12-21,0.6079064958976819
2010-12-22,0.6101040677285602
2010-12-23,0.6104316843345472
2010-12-27,0.609725010740791
2010-12-28,0.6150135203897317
2010-12-29,0.612446215306729
2010-12-30,0.6128432663885285
2010-12-31,0.612402997470871
2011-01-03,0.6105127767917958
2011-01-04,0.612495126705653
2011-01-05,0.6185873766913159
2011-01-06,0.6184203851863255
2011-01-07,0.6129341197640708
2011-01-10,0.6113945717093823
2011-01-11,0.6140352320941401
2011-01-12,0.6157128186994567
2011-01-13,0.6129338837070876
2011-01-14,0.6168729628039378
2011-01-18,0.6171445833183322
2011-01-19,0.6157056233573951
2011-01-20,0.6171553386933347
2011-01-21,0.6187533592265987
2011-01-24,0.6193499080247808
2011-01-25,0.6172266371689769
2011-01-26,0.6219873313201219
2011-01-27,0.621768866394607
2011-01-28,0.6172504474001655
2011-01-31,0.6222790112480715
2011-02-01,0.6243268457757115
2011-02-02,0.626229183850972
2011-02-03,0.6277446365030156
2011-02-04,0.6324318907748766
2011-02-07,0.6328928704941916
2011-02-08,0.6358939917994408
2011-02-09,0.6282476571062596
2011-02-10,0.6320490002873539
2011-02-11,0.6301593100271605
2011-02-14,0.630228035325506
2011-02-15,0.6275965929912517
2011-02-16,0.6285586716825409
2011-02-17,0.6288283129840264
2011-02-18,0.6298077063349344
2011-02-22,0.6228967805285629
2011-02-23,0.6242574814445464
2011-02-24,0.6240427536444063
2011-02-25,0.6230159711853254
2011-02-28,0.6244675968315268
2011-03-01,0.623497869825284
2011-03-02,0.627386070351248
2011-03-03,0.632327777620145
2011-03-04,0.6286322603973615
2011-03-07,0.6303428117896771
2011-03-08,0.6306134356267802
2011-03-09,0.6255784683302813
2011-03-10,0.6197854047076167
2011-03-11,0.620219919321621
2011-03-14,0.6170215442403288
2011-03-15,0.6138853038582113
2011-03-16,0.6064554675002222
2011-03-17,0.6133998384831595
2011-03-18,0.6159121296263331
2011-03-21,0.6216829426590916
2011-03-22,0.620883339510893
2011-03-23,0.620536933491003
2011-03-24,0.6231335506089092
2011-03-25,0.6242541260726343
2011-03-28,0.6242290167909034
2011-03-29,0.6276284047078781
2011-03-30,0.6264424050002328
2011-03-31,0.6281271759147101
2011-04-01,0.6244226338375414
2011-04-04,0.6268055905783315
2011-04-05,0.6257771966121427
2011-04-06,0.6291693914047178
2011-04-07,0.6307176839217576
2011-04-08,0.6310676188979123
2011-04-11,0.6303927352543048
2011-04-12,0.62620133800286
2011-04-13,0.6281073662330763
2011-04-14,0.6271423335504893
2011-04-15,0.6246760010615142
2011-04-18,0.6216434340366656
2011-04-19,0.6225039225321164
2011-04-20,0.6245901082030845
2011-04-21,0.6255089545612995
2011-04-25,0.624203828480912
2011-04-26,0.6227249699739824
2011-04-27,0.6239228333057064
2011-04-28,0.6222775542182726
2011-04-29,0.6225704544595972
2011-05-02,0.6208034151089953
2011-05-03,0.6212194178720098
2011-05-04,0.6201173506631155
2011-05-05,0.6154438801223139
2011-05-06,0.6185932455354725
2011-05-09,0.6187831612565707
2011-05-10,0.6226486852820943
2011-05-11,0.6206964052201622
2011-05-12,0.6227635239072404
2011-05-13,0.6183593990207119
2011-05-16,0.6177806932687536
2011-05-17,0.618015505278252
2011-05-18,0.620312324821188
2011-05-19,0.6189840085028508
2011-05-20,0.618962088089185
2011-05-23,0.6164080512032034
2011-05-24,0.6146277850287791
2011-05-25,0.6158479881896256
2011-05-26,0.6126587756951917
2011-05-27,0.6138647722473759
2011-05-31,0.6155847186761141
2011-06-01,0.608961164671282
2011-06-02,0.6141204279758935
2011-06-03,0.6103724225893505
2011-06-06,0.6099415265573467
2011-06-07,0.6073833947077105
2011-06-08,0.6041197282925788
2011-06-09,0.606159020825018
2011-06-10,0.6029027177380468
2011-06-13,0.5999646520476105
2011-06-14,0.605531522641076
2011-06-15,0.5996585663844368
2011-06-16,0.5901172822140718
2011-06-17,0.5964155498554273
2011-06-20,0.6004697459319596
2011-06-21,0.6046593133789683
2011-06-22,0.5994841963502586
2011-06-23,0.6011322509534558
2011-06-24,0.5979350296711712
2011-06-27,0.5997397370389138
2011-06-28,0.606359949225234
2011-06-29,0.6137610900134275
2011-06-30,0.6169913776641843
2011-07-01,0.6202356311473051
2011-07-05,0.6188511873649977
2011-07-06,0.617832864769596
2011-07-07,0.6200971805900946
2011-07-08,0.6144545479341236
2011-07-11,0.60638916883451
2011-07-12,0.6042269209972534
2011-07-13,0.6073850965464109
2011-07-14,0.6108209171233427
2011-07-15,0.6092490736596149
2011-07-18,0.6105344810777075
2011-07-19,0.6103207476630327
2011-07-20,0.6122843732197117
2011-07-21,0.61617751178015
2011-07-22,0.614493206878332
2011-07-25,0.614134144013814
2011-07-26,0.6127060137146434
2011-07-27,0.6096918504632567
2011-07-28,0.609316210259329
2011-07-29,0.6044914488609475
2011-08-01,0.6040476210084961
2011-08-02,0.5916353775789392
2011-08-03,0.5915141801016167
2011-08-04,0.5703362815348434
2011-08-05,0.5768808536864558
2011-08-08,0.5576066899213442
2011-08-09,0.569531108751194
2011-08-10,0.5549139983961134
2011-08-11,0.5768291836430399
2011-08-12,0.5676569484579499
2011-08-15,0.5758230321576312
2011-08-16,0.570098828938854
2011-08-17,0.5748049442917205
2011-08-18,0.5670649437138042
2011-08-19,0.5628200791512715
2011-08-22,0.5655737108639237
2011-08-23,0.5763896657912598
2011-08-24,0.5806409068860129
2011-08-25,0.5728004333251678
2011-08-26,0.5783335850903701
2011-08-29,0.5823048783060695
2011-08-30,0.5803055458045193
2011-08-31,0.586004526235082
2011-09-01,0.5851887235112845
2011-09-02,0.5788773593539686
2011-09-06,0.5686935989846393
2011-09-07,0.5703651571141393
2011-09-08,0.5726518376613762
2011-09-09,0.5668980376889529
2011-09-12,0.5654481204248272
2011-09-13,0.569866204497893
2011-09-14,0.5739065027765192
2011-09-15,0.5797649470617074
2011-09-16,0.5794316217703636
2011-09-19,0.5753921352591198
2011-09-20,0.5760650823144778
2011-09-21,0.5697839928035224
2011-09-22,0.5609571228570103
2011-09-23,0.565962873766476
2011-09-26,0.569147206203425
2011-09-27,0.5716390284892605
2011-09-28,0.5675038137667113
2011-09-29,0.5670396761083537
2011-09-30,0.5529963128858498
2011-10-03,0.5453165902625035
2011-10-04,0.5484340729499394
2011-10-05,0.5528444695341865
2011-10-06,0.563675868235076
2011-10-07,0.5646579181476274
2011-10-10,0.575691008079271
2011-10-11,0.5678054514092553
2011-10-12,0.5801341012783614
2011-10-13,0.5771947619216473
2011-10-14,0.581593532372762
2011-10-17,0.5786433182598275
2011-10-18,0.5797162507324122
2011-10-19,0.5763458220071769
2011-10-20,0.5801412461971285
2011-10-21,0.5852299100998744
2011-10-24,0.5980017362927859
2011-10-25,0.5845229730223449
2011-10-26,0.5874388429218904
2011-10-27,0.5961821490463481
2011-10-28,0.5921163573868079
2011-10-31,0.5852673162080895
2011-11-01,0.5719602523504409
2011-11-02,0.575302327938903
2011-11-03,0.5806876663660102
2011-11-04,0.578945256964675
2011-11-07,0.5792943017636663
2011-11-08,0.5842069129926095
2011-11-09,0.5733255582288971
2011-11-10,0.576800880051575
2011-11-11,0.5854661534433426
2011-11-14,0.581594164949207
2011-11-15,0.5806280775713478
2011-11-16,0.5768038192181512
2011-11-17,0.5785611228051705
2011-11-18,0.5772295151769363
2011-11-21,0.5730608219449811
2011-11-22,0.5701550872469109
2011-11-23,0.5627506425998573
2011-11-25,0.5649934353261962
2011-11-28,0.577363297818804
2011-11-29,0.5824349439914854
2011-11-30,0.589677286817524
2011-12-01,0.5909031264341283
2011-12-02,0.5892434464787056
2011-12-05,0.5881867448874416
2011-12-06,0.5939837884928687
2011-12-07,0.5884033349836278
2011-12-08,0.5865534800994258
2011-12-09,0.5938917886300759
2011-12-12,0.5906567314379859
2011-12-13,0.5864254577551941
2011-12-14,0.584421705677551
2011-12-15,0.5855716376602642
2011-12-16,0.5850491270142121
2011-12-19,0.5822523864623473
2011-12-20,0.5899332264115915
2011-12-21,0.5941167054259349
2011-12-22,0.593292522544007
2011-12-23,0.5978688698188436
2011-12-27,0.5979859710265042
2011-12-28,0.5940691455317538
2011-12-29,0.5979290362249381
2011-12-30,0.5957395075479825
2012-01-03,0.598144119549169
2012-01-04,0.5966722204700239
2012-01-05,0.5966446029755187
2012-01-06,0.5924684796111699
2012-01-09,0.5941574047962388
2012-01-10,0.5945511245500775
2012-01-11,0.5940562843066406
2012-01-12,0.5919051842750864
2012-01-13,0.5891240797585553
2012-01-17,0.5885162429504192
2012-01-18,0.591349398407169
2012-01-19,0.5923643889896234
2012-01-20,0.5938672593708996
2012-01-23,0.5968097697320283
2012-01-24,0.5961952543158378
2012-01-25,0.5993813042091466
2012-01-26,0.5961635975490622
2012-01-27,0.5931339647513951
2012-01-30,0.592005598613718
2012-01-31,0.5917729620502518
2012-02-01,0.5905177932633455
2012-02-02,0.5896923597579559
2012-02-03,0.5922513298816554
2012-02-06,0.5908581963052351
2012-02-07,0.5931495595104741
2012-02-08,0.5930601312447188
2012-02-09,0.5952105139715801
2012-02-10,0.5906047332052379
2012-02-13,0.5902716921137243
2012-02-14,0.5898162646979341
2012-02-15,0.588734428031628
2012-02-16,0.5922314505874016
2012-02-17,0.5929537226153169
2012-02-21,0.5961565434435075
2012-02-22,0.5943635912856821
2012-02-23,0.5956957401185968
2012-02-24,0.5970580737233164
2012-02-27,0.5949976166153019
2012-02-28,0.5942880159344726
2012-02-29,0.5945072472685738
2012-03-01,0.5969354779298387
2012-03-02,0.5942600915101313
2012-03-05,0.5920051712649075
2012-03-06,0.5850228202906408
2012-03-07,0.5869050879512867
2012-03-08,0.5913736702240515
2012-03-09,0.5923311929610087
2012-03-12,0.593502015351066
2012-03-13,0.5994696399629544
2012-03-14,0.6051579701023005
2012-03-15,0.6044171566799253
2012-03-16,0.6013276110372754
2012-03-19,0.6044310646010963
2012-03-20,0.6043349508929418
2012-03-21,0.5996769345634853
2012-03-22,0.6021311270120141
2012-03-23,0.6003982821360029
2012-03-26,0.6027347195541595
2012-03-27,0.5991568033167408
2012-03-28,0.5983219459525739
2012-03-29,0.5970692476126592
2012-03-30,0.5973296743296742
2012-04-02,0.5968177648476799
2012-04-03,0.602021889617791
2012-04-04,0.5986690811327253
2012-04-05,0.5962169572705558
2012-04-09,0.5893099228734342
2012-04-10,0.5867598472640135
2012-04-11,0.5909419962483978
2012-04-12,0.5959752040693155
2012-04-13,0.5912413501188555
2012-04-16,0.5921623965464419
2012-04-17,0.5939611197961435
2012-04-18,0.593865771368976
2012-04-19,0.5923407387508395
2012-04-20,0.5934130830971945
2012-04-23,0.5920629407565395
2012-04-24,0.5945168680902777
2012-04-25,0.5978297527237445
2012-04-26,0.5972473313722891
2012-04-27,0.596113583750032
2012-04-30,0.5976514701414405
2012-05-01,0.5992467873668653
2012-05-02,0.59959150598818
2012-05-03,0.5988361462002464
2012-05-04,0.596985151101545
2012-05-07,0.5969453599195117
2012-05-08,0.5953340621466617
2012-05-09,0.5942570384437306
2012-05-10,0.5948248418020032
2012-05-11,0.5945490921260073
2012-05-14,0.5900109644417522
2012-05-15,0.5878852838631268
2012-05-16,0.5818188560770354
2012-05-17,0.5780679043196174
2012-05-18,0.5803205546897061
2012-05-21,0.5856904157593995
2012-05-22,0.5871985700455723
2012-05-23,0.5851807272639947
2012-05-24,0.585211613439354
2012-05-25,0.5818984502177604
2012-05-29,0.5874403270838306
2012-05-30,0.5842999258942727
2012-05-31,0.5740559584980626
2012-06-01,0.5655940009028975
2012-06-04,0.5703793007986167
2012-06-05,0.5752401083517703
2012-06-06,0.5830891232943497
2012-06-07,0.5840648489957364
2012-06-08,0.5841481800307701
2012-06-11,0.5804279737582533
2012-06-12,0.5862236206086776
2012-06-13,0.5823996230639803
2012-06-14,0.5874497761090175
2012-06-15,0.5860876874674141
2012-06-18,0.5865354296601537
2012-06-19,0.591228799501481
2012-06-20,0.5932759008580775
2012-06-21,0.5875082234652916
2012-06-22,0.5919651310398703
2012-06-25,0.5895322614010582
2012-06-26,0.5880789257127894
2012-06-27,0.5908057270573295
2012-06-28,0.5898363295192134
2012-06-29,0.5955971561591482
2012-07-02,0.5930928886020039
2012-07-03,0.5947418250658388
2012-07-05,0.593297289180501
2012-07-06,0.5910173016472847
2012-07-09,0.5908132717395734
2012-07-10,0.5883686551056764
2012-07-11,0.5892556654514797
2012-07-12,0.585004960070372
2012-07-13,0.5866123337956834
2012-07-16,0.58274752510002
2012-07-17,0.5855089196336835
2012-07-18,0.5847268008312189
2012-07-19,0.5851747612829005
2012-07-20,0.5819993697059628
2012-07-23,0.5829272909013341
2012-07-24,0.5784337401681473
2012-07-25,0.5761220389618116
2012-07-26,0.5811303315175931
2012-07-27,0.5873328111152335
2012-07-30,0.585824172142583
2012-07-31,0.5814353126689815
2012-08-01,0.5852447170887407
2012-08-02,0.582497200483329
2012-08-03,0.5863281248802085
2012-08-06,0.585167753327692
2012-08-07,0.5870824726324573
2012-08-08,0.5891353428647761
2012-08-09,0.5895935193613528
2012-08-10,0.5874089918080689
2012-08-13,0.5889574327433723
2012-08-14,0.5925308340667517
2012-08-15,0.5924690292508443
2012-08-16,0.5964372626180282
2012-08-17,0.595631239906273
2012-08-20,0.5946905313462514
2012-08-21,0.5949869123164034
2012-08-22,0.5910264576874299
2012-08-23,0.5904533626601853
2012-08-24,0.5924492895406729
2012-08-27,0.5912589018477736
2012-08-28,0.5899096907206772
2012-08-29,0.5919743565985184
2012-08-30,0.5915200528404353
2012-08-31,0.5889884729172656
2012-09-04,0.5903723520620232
2012-09-05,0.5901907612270446
2012-09-06,0.5962905212496229
2012-09-07,0.5960780333280824
2012-09-10,0.5951617714211848
2012-09-11,0.5987210700186045
2012-09-12,0.6017270686033162
2012-09-13,0.6023784522530558
2012-09-14,0.6059367982401095
2012-09-17,0.6033540978285181
2012-09-18,0.6017573371320627
2012-09-19,0.5999920606444619
2012-09-20,0.5976702707955943
2012-09-21,0.5957504909885276
2012-09-24,0.5940978466928836
2012-09-25,0.5876321170001594
2012-09-26,0.5830643473596765
2012-09-27,0.5897110097396351
2012-09-28,0.5856122789691734
2012-10-01,0.5830670603482568
2012-10-02,0.5843384272350166
2012-10-03,0.5854157803131884
2012-10-04,0.5883775585934318
2012-10-05,0.5889788476197251
2012-10-08,0.5866059514144004
2012-10-09,0.5843311883640873
2012-10-10,0.5818854766795251
2012-10-11,0.5831442241135751
2012-10-12,0.5834884018338085
2012-10-15,0.5843285046330721
2012-10-16,0.5868471955310643
2012-10-17,0.5893183608355351
2012-10-18,0.5901085216864564
2012-10-19,0.5860879824487405
2012-10-22,0.5876012967908265
2012-10-23,0.5843881549204049
2012-10-24,0.5854572352900451
2012-10-25,0.5880886900473783
2012-10-26,0.583822353013534
2012-10-31,0.5827116583848008
2012-11-01,0.5849642831292322
2012-11-02,0.5852889494276146
2012-11-05,0.5840524817390722
2012-11-06,0.5877744078930557
2012-11-07,0.5830781564615162
2012-11-08,0.5817464268851877
2012-11-09,0.5821627627273044
2012-11-12,0.582258054280552
2012-11-13,0.5806816450641962
2012-11-14,0.5763136158650793
2012-11-15,0.5771961403188358
2012-11-16,0.5786614053084348
2012-11-19,0.5841550094214488
2012-11-20,0.5860435078602325
2012-11-21,0.5854191443472174
2012-11-23,0.587149526908514
2012-11-26,0.5863138730820712
2012-11-27,0.5865480672074525
2012-11-28,0.5867713796750498
2012-11-29,0.5889379247648796
2012-11-30,0.5898739829903256
2012-12-03,0.5922054539028564
2012-12-04,0.5916717363548675
2012-12-05,0.5914138488087599
2012-12-06,0.5925898479808767
2012-12-07,0.5931084053908625
2012-12-10,0.5930828564941644
2012-12-11,0.5958518437761293
2012-12-12,0.5994618347763787
2012-12-13,0.5982875826063664
2012-12-14,0.5973949002939503
2012-12-17,0.6016378721240633
2012-12-18,0.6034584079353391
2012-12-19,0.6004711175358644
2012-12-20,0.6019912089064792
2012-12-21,0.5992205828159706
2012-12-24,0.5974390616075457
2012-12-26,0.5980359705180273
2012-12-27,0.597332020913803
2012-12-28,0.5944076341750331
2012-12-31,0.6001235288200383
2013-01-02,0.6043817198095948
2013-01-03,0.6058187651535861
2013-01-04,0.6065075050056256
2013-01-07,0.6060182117519846
2013-01-08,0.6050157869943041
2013-01-09,0.6063752242738243
2013-01-10,0.6071038704723717
2013-01-11,0.6070933095933905
2013-01-14,0.6074614770955153
2013-01-15,0.608093684949546
2013-01-16,0.6070629561909539
2013-01-17,0.6103139207677527
2013-01-18,0.6105448374280703
2013-01-22,0.6109315352255571
2013-01-23,0.6094654206556456
2013-01-24,0.6116778039822371
2013-01-25,0.614285146787876
2013-01-28,0.6144719927096914
2013-01-29,0.6148192498583224
2013-01-30,0.6124476419872606
2013-01-31,0.6100974602328862
2013-02-01,0.613713375718078
2013-02-04,0.6091015391408772
2013-02-05,0.6117075506287063
2013-02-06,0.6092011053938841
2013-02-07,0.6078204662529747
2013-02-08,0.6066280785266687
2013-02-11,0.6068677082719658
2013-02-12,0.6095688897511012
2013-02-13,0.6119190089044221
2013-02-14,0.6099665158630413
2013-02-15,0.6102874339461956
2013-02-19,0.6110288515088238
2013-02-20,0.6094191423303693
2013-02-21,0.6091028385168125
2013-02-22,0.6101928717911937
2013-02-25,0.6047203450731685
2013-02-26,0.608454333003717
2013-02-27,0.6096937854349631
2013-02-28,0.6092315884435219
2013-03-01,0.6090522242818636
2013-03-04,0.60957327142666
2013-03-05,0.6118280480745765
2013-03-06,0.6132263276467599
2013-03-07,0.6161504169980101
2013-03-08,0.6190524195704046
2013-03-11,0.618241092861009
2013-03-12,0.6167332668753026
2013-03-13,0.6174349310348052
2013-03-14,0.6195383390631136
2013-03-15,0.6186412635997078
2013-03-18,0.617270823337443
2013-03-19,0.6151949271958667
2013-03-20,0.6190291030897012
2013-03-21,0.6172948143279166
2013-03-22,0.616785279129488
2013-03-25,0.6158696034029181
2013-03-26,0.6165684256299282
2013-03-27,0.6133683081987615
2013-03-28,0.614833712634773
2013-04-01,0.6168218487856779
2013-04-02,0.6164145112521247
2013-04-03,0.6139454218141677
2013-04-04,0.6104888463784386
2013-04-05,0.6092026023812752
2013-04-08,0.6092956190949791
2013-04-09,0.6106317749324586
2013-04-10,0.6141957185811422
2013-04-11,0.613789221445977
2013-04-12,0.6109496361699808
2013-04-15,0.6068809935916144
2013-04-16,0.6121793784871081
2013-04-17,0.6103554427487451
2013-04-18,0.608836528932639
2013-04-19,0.6076140050947215
2013-04-22,0.6088293113244725
2013-04-23,0.6104065837883785
2013-04-24,0.6112483040113376
2013-04-25,0.6132693146665532
2013-04-26,0.6104231858892432
2013-04-29,0.6115258136695819
2013-04-30,0.6144999376012992
2013-05-01,0.6106097865689015
2013-05-02,0.6145223558395965
2013-05-03,0.6213266178718094
2013-05-06,0.621817258307936
2013-05-07,0.6218258901431954
2013-05-08,0.6234632368569528
2013-05-09,0.6229870153890948
2013-05-10,0.6229887052112209
2013-05-13,0.6220483903135188
2013-05-14,0.624368543812365
2013-05-15,0.6222487818120517
2013-05-16,0.6209073341831395
2013-05-17,0.6235955708592935
2013-05-20,0.6249782378758282
2013-05-21,0.6238148583881215
2013-05-22,0.6249009119522428
2013-05-23,0.6225684439308051
2013-05-24,0.6218032918013852
2013-05-28,0.6255260065480266
2013-05-29,0.6232701447426486
2013-05-30,0.6237388719818726
2013-05-31,0.6185405264625294
2013-06-03,0.6196288700412008
2013-06-04,0.6220702608558498
2013-06-05,0.6175815731936705
2013-06-06,0.6197792296784648
2013-06-07,0.6226294041066205
2013-06-10,0.6232725289082685
2013-06-11,0.6205921506334509
2013-06-12,0.6232148618376255
2013-06-13,0.6236660835421965
2013-06-14,0.6248337957388892
2013-06-17,0.6256775430240012
2013-06-18,0.6284677826851721
2013-06-19,0.6279817178004358
2013-06-20,0.6304979019921143
2013-06-21,0.6315895219427223
2013-06-24,0.6278979556225674
2013-06-25,0.6347470113715757
2013-06-26,0.635191621103872
2013-06-27,0.6325361731145108
2013-06-28,0.6286370702219524
2013-07-01,0.6304142228310999
2013-07-02,0.6264862959884465
2013-07-03,0.6297623872493048
2013-07-05,0.6310347949454239
2013-07-08,0.6345385934312515
2013-07-09,0.6343254831299667
2013-07-10,0.6386933545616992
2013-07-11,0.6391884261219555
2013-07-12,0.6403621000202182
2013-07-15,0.6389636638160973
2013-07-16,0.6383296987467698
2013-07-17,0.640604032604925
2013-07-18,0.6461321485032548
2013-07-19,0.6421875379219802
2013-07-22,0.6412196748427861
2013-07-23,0.6406491803598123
2013-07-24,0.6383507429023627
2013-07-25,0.6376873043584899
2013-07-26,0.6372940056822858
2013-07-29,0.636975908493449
2013-07-30,0.6377035178049588
2013-07-31,0.6395049803929136
2013-08-01,0.6385318786768459
2013-08-02,0.6392726276293149
2013-08-05,0.6384263504961135
2013-08-06,0.6374066805437067
2013-08-07,0.6339930862250869
2013-08-08,0.6340428324729522
2013-08-09,0.6341119646411167
2013-08-12,0.6338921124582112
2013-08-13,0.6384314864512353
2013-08-14,0.6382480499504675
2013-08-15,0.6394933060050363
2013-08-16,0.6405109504638753
2013-08-19,0.6397638067908715
2013-08-20,0.6417350881326531
2013-08-21,0.6432633507230644
2013-08-22,0.6437896329868272
2013-08-23,0.6421595268372526
2013-08-26,0.6409157967761819
2013-08-27,0.6340679981127516
2013-08-28,0.636331518589619
2013-08-29,0.6382952630321298
2013-08-30,0.6377363352967974
